Title,Date,State,Total_deaths,full place name,state,latitude,longitude
"Thugs shoot okada riders, injure six in Akure",4/10/12,Ondo,0,"Akure North, Ondo, Nigeria",Ondo,7.250395934,5.199982054
Gunmen Kill 22-Year-Old Applicant in Kaduna,4/11/12,Kaduna,1,"Igabi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
JTF razes illegal refineries killing 4 children,4/11/12,Delta,4,"Burutu, Delta, Nigeria",Delta,5.890427265,5.680004434
Gunmen Kill Trader in Maiduguri,4/12/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Police Beat Woman to Pulp at Bank in Kano,4/12/12,Kano,0,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Unknown gunmen kill farmer in Plateau,4/12/12,Plateau,1,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Gunmen kill two at football viewing centres,4/13/12,Plateau,2,"Potiskum, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Gunmen Shoot Policeman in Kaduna,4/14/12,Kaduna,1,"Igabi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Schools Razed in Maiduguri,4/14/12,Borno,0,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Boko Haram Kills Spokesman Abu Qaqa Two,4/15/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Bomb Explodes Near Beer Parlour In Kano,4/15/12,Kano,0,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Journalist Killed in Benin,4/15/12,Edo,1,"Oredo, Edo, Nigeria",Edo,6.340477314,5.620008096
"Police Kill Prison Warder in Yenagoa - DPO, Others Arrested",4/15/12,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria",,,
Benin Varsity Medical Student Killed,4/16/12,Edo,1,"Oredo, Edo, Nigeria",Edo,6.340477314,5.620008096
Gunmen Kill Two in Homes,4/16/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"State Security Services Kill Man, Injures Brother in Kano",4/16/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen Kill 92-Year-Old Cleric in Maiduguri,4/17/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
JTF Kills Three Robbery Suspects in Maiduguri,4/17/12,Borno,4,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Vendor and Customs Officer Killed in Abbaganarm,4/18/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Five Bakers in Maiduguri,4/19/12,Borno,5,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"Security Man, Shopkeeper Killed in Kano",4/19/12,Kano,2,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Forces Kill Two Islamic Militants in Maiduguri,4/20/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Five Boko Haram Members Die in Biu Explosion,4/22/12,Borno,5,"Biu, Borno, Nigeria",Borno,10.62042279,12.18999467
"Police Attack, Kill 4 robbers",4/22/12,Kano,4,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Soldier Killed in Kano,4/22/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Gunmen Shoot, Burn Three Inside Car in Jos",4/23/12,Plateau,3,"Barkin Ladi, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Police Kill Motorcyclist in Minna,4/23/12,Niger,1,"Chanchaga, Niger, Nigeria",Niger,10.4003587,5.469939737
"SSS Officer, Bizman Killed in Mubi",4/23/12,Adamawa,2,"Mubi South, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
Three Boko Haram Suspects Killed in Maiduguri,4/23/12,Borno,3,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
5 Killed by Gunmen in Damaturu Beer Parlor,4/24/12,Yobe,5,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Explosion at Football Viewing Center,4/24/12,Plateau,1,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Police Kill Four Suspected Kidnappers, Arrest Three",4/24/12,Anambra,4,"Ihiala, Anambra, Nigeria",Anambra,6.210433572,7.06999711
"5 killed, many injured in midnight attack in Plateau",4/25/12,Plateau,5,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Explosion Rocks Army Barrack,4/25/12,Kano,0,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Boko Haram Kills Retired Civil Servant in Borno,4/26/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"Police Confirm Three Dead, 25 Injured in Kaduna Bomb Blasts",4/26/12,Kaduna,6,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Suicide Bomber Attacks This Day Newpaper,4/26/12,Federal Capital Territory,6,"Abuja Municipal Area Council (AMAC), Federal Capital Territory, Nigeria",Federal Capital Territory,9.083333149,7.533328002
Boko Haram Kills Lecturer in Maiduguri,4/27/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen attack politician house in Mubi,4/27/12,Adamawa,1,"Mubi South, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
Patrol Team attacked in Yola,4/27/12,Adamawa,1,"Yola South, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
"Suspected Boko Haram Militants Kill Police In Rigasa, Kaduna",4/27/12,Kaduna,1,"Igabi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
DPO shot dead by gunmen in Enugu,4/28/12,Enugu,1,", Enugu, Nigeria",Enugu,6.867034321,7.383362995
Boko Haram kills four in Nigeria church attack: police,4/29/12,Borno,5,"Jere, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Ward Head in Kano,4/29/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Two BUK Professors, 16 Others Killed During Catholic Mass",4/29/12,Kano,19,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Unknown Gunmen Kill Three Policemen in Katsina,4/29/12,Katsina,3,"Sabuwa, Katsina, Nigeria",Katsina,11.5203937,7.320007689
"11 Killed, 20 Injured in Taraba Bomb Blast",4/30/12,Taraba,11,"Jalingo, Taraba, Nigeria",Taraba,7.870409769,9.780012572
Attack on Bangai and Kak Villages kills 10,4/30/12,Plateau,10,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Gunmen kill ABUTH doctor 5 months after wedding,4/30/12,Kaduna,1,"Zaria, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"JTF Raids Bomb Factory, Kills BUK Terror Suspect",5/1/12,Kano,1,"Kumbotso, Kano, Nigeria",Kano,11.99997683,8.5200378
Dozens Killed in Cattle Market Raid,5/2/12,Yobe,56,"Potiskum, Yobe, Nigeria",Yobe,11.74899608,11.96600457
"Lawmaker, Journalists Escape Death As Suspected Fulanis Attack Village",5/2/12,Plateau,0,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Oshiomhole's Private Secretary Assassinated in Benin,5/3/12,Edo,1,"Oredo, Edo, Nigeria",Edo,6.340477314,5.620008096
"Borno Police Kill One, Arrest Three Armed Robbers",5/4/12,Borno,1,"Bama, Borno, Nigeria",Borno,10.62042279,12.18999467
"Two Killed as Gunmen Attack Prison, Police Station",5/4/12,Borno,2,"Bama, Borno, Nigeria",Borno,10.62042279,12.18999467
JTF Kills Four 'Terrorists' in Kano,5/6/12,Kano,4,"Nasarawa, Kano, Nigeria",Kano,11.99997683,8.5200378
JTF Kills Four Gunmen in Kano,5/6/12,Kano,4,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Police Inspector Killed in Kaduna,5/6/12,Kaduna,1,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Four injured as bomb blast rocks hotel in Bauchi,5/7/12,Bauchi,0,"Bauchi, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
"Gunmen Kill Two, Kidnap Expatriate in Zaria",5/7/12,Kaduna,2,"Zaria, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Fear Grips BUK, As Police Defuse Three Bombs",5/8/12,Kano,0,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Gunmen Storm Police Station, Kill Two Fulani Detainees",5/8/12,Nasarawa,2,", Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
"Gunmen Kill Seven, Injure Three in Riyom",5/9/12,Plateau,7,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Gunmen kill monarchs and police ofﬁcer,5/11/12,Bauchi,2,"Tafawa-Balewa, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
"Gunmen Kill Village Head, Four Others",5/11/12,Kaduna,3,"Igabi, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"Gunmen Strike In Gombe, Kill Top Businessman",5/11/12,Gombe,1,"Gombe, Gombe, Nigeria",Gombe,10.29044293,11.16995357
Okada rider throws explosive at crowd in Jalingo,5/11/12,Taraba,0,"Jalingo, Taraba, Nigeria",Taraba,7.870409769,9.780012572
Three Killed as Explosion Rocks Bauchi,5/11/12,Bauchi,6,"Bisau, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
Unknown Gunmen Kill Deputy Director of Board of Internal Revenue,5/11/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Drunken Policeman On Rampage,5/12/12,Lagos,2,"Apapa, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Soldier Killed in Duel With Gunmen in Kaduna,5/12/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Two Killed As Gunmen Attack Police Outpost in Borno,5/12/12,Borno,2,"Mafa, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen in Sporadic Shooting, Kill Three",5/13/12,Kano,5,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen Kill 15 in Adamawa,5/13/12,Adamawa,15,"Lamurde, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
Gunmen Kill Prisons Officer in Borno,5/13/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill 20-Year-Old in Kano,5/14/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen Kill Zaria Bizman,5/16/12,Kaduna,1,"Zaria, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Islamic School Bombed,5/16/12,Kano,0,"Kumbotso, Kano, Nigeria",Kano,11.99997683,8.5200378
Policemen Beat FRSC Senior Road Marshal to Death,5/16/12,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria",,,
One Killed As Explosion Rocks Port Harcourt,5/17/12,Rivers,1,"Port-Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"Gunmen kill cleric, retired prison guard",5/19/12,Yobe,2,"Potiskum, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Fifteen Killed as Fulani Herdsmen Invade Tiv Community,5/21/12,Benue,15,"Gwer West, Benue, Nigeria",Benue,7.190399596,8.129984089
Gunmen Kill Police Officer in Yobe,5/21/12,Yobe,1,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
"Gunmen Raid Borno Police Station, Kill One",5/21/12,Borno,1,"Kaga, Borno, Nigeria",Borno,10.62042279,12.18999467
"Four Killed, Houses Destroyed as Bomb Blast Rocks Maiduguri",5/22/12,Borno,4,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Police Officer in Borno,5/22/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen Kill Police Inspector, Civilian in Sokoto",5/23/12,Sokoto,3,"Sokoto North, Sokoto, Nigeria",Sokoto,13.06001548,5.240031289
JTF Kills Boko Haram Member,5/23/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Ogun Traffic Officers Kill Okada Rider for Driving on Uncommissioned Road,5/23/12,Ogun,1,"Abeokuta South, Ogun, Nigeria",Ogun,7.160427265,3.350017455
"Gunmen Kill TWo, Injure One in Potiskum",5/24/12,Yobe,2,"Potiskum, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Gunmen Kill Four in Kano,5/26/12,Kano,4,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen Kill Two in Potiskum,5/27/12,Yobe,2,"Potiskum, Yobe, Nigeria",Yobe,11.74899608,11.96600457
"40 Killed, Village Head Beheaded in Cross River Communal Clash",5/29/12,Cross River,40,"Odukpani, Cross River, Nigeria",Cross River,4.960406513,8.330023558
Bandits Kill 10 in Borno,5/30/12,Borno,12,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Policeman Shoots Driver at Checkpoint in Jalingo,5/30/12,Taraba,1,"Jalingo, Taraba, Nigeria",Taraba,7.870409769,9.780012572
"Kidnapped German, Six Gunmen Killed as JTF Invades Boko Haram's Den",5/31/12,Kano,7,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
30 Killed in Nasarawa Communal Clash,6/1/12,Nasarawa,30,"Lafia East, Nasarawa, Nigeria",Nasarawa,8.490423603,8.5200378
Three Killed in Maiduguri,6/1/12,Borno,3,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Two Murdered in Maiduguri Night Raid,6/1/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill 25-Year-Old Man in Maiduguri,6/3/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Suicide bomber kills 12 at Church,6/3/12,Bauchi,12,", Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
"Suicide Bombers Kill 15, Injure 43 in Bauchi Churches",6/3/12,Bauchi,21,"Bauchi, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
Soldier Kills One Student Over Girlfriend in Gombe,6/4/12,Gombe,1,"Gombe, Gombe, Nigeria",Gombe,10.29044293,11.16995357
"Gunmen Kill Retired DIG, Two Others in Kano",6/5/12,Kano,3,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Security Personnel Raid Onitsha MASSOB Offices, Kill 16",6/5/12,Anambra,16,"Onitsha North, Anambra, Nigeria",Anambra,6.210433572,7.06999711
Suspected Assassins Murder Benue Cleric,6/5/12,Benue,1,"Ogbadigbo, Benue, Nigeria",Benue,7.190399596,8.129984089
"16 Die As JTF, Gunmen Clash in Borno",6/6/12,Borno,66,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Cleric in Gombe,6/6/12,Gombe,1,"Gombe, Gombe, Nigeria",Gombe,10.29044293,11.16995357
"Three Dead, One Cop Missing in Fresh Riyom Attack",6/6/12,Plateau,4,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Eight Killed, 24 Injured in Maiduguri Twin Bomb Blasts",6/8/12,Borno,8,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Custom Office,6/9/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen Kill SSS Operative in Kano,6/9/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
10 Killed in Suicide Bomb on Jos Church,6/10/12,Plateau,10,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
13 Killed in Fresh Adamawa/Taraba Attacks,6/10/12,Taraba,13,"Lau, Taraba, Nigeria",Taraba,7.870409769,9.780012572
Gunmen Kill 27 in Zamfara,6/10/12,Zamfara,27,"Maru, Zamfara, Nigeria",Zamfara,12.1704057,6.659996296
"Two Killed, Hundreds Injured as Gunmen Attack Church in Borno",6/10/12,Borno,2,"Biu, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill FArmed ActorsN Staff in Kaduna,6/12/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Yobe deputy majority leader killed,6/12/12,Yobe,1,"Potiskum, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Four Killed As Okada Ban Sparks Violence in Jos,6/13/12,Plateau,4,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Gunmen Kill Policeman in Jalingo,6/13/12,Taraba,1,"Jalingo, Taraba, Nigeria",Taraba,7.870409769,9.780012572
Gunmen Kill Three in Jos,6/13/12,Plateau,3,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Gunmen Kill Two, Injure Three Policemen On Highway Patrol",6/13/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"5 killed as Berom, Hausa youths clash in Bukuru",6/14/12,Plateau,5,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"2 Children Killed As Muslim Youths, Brick Layers Protest in Makurdi",6/15/12,Benue,2,"Makurdi, Benue, Nigeria",Benue,7.190399596,8.129984089
Soldiers Kill Sleeping Man in Routine Security Patrol,6/15/12,Enugu,1,"Uzo-Uwani, Enugu, Nigeria",Enugu,6.867034321,7.383362995
"Task Force Kills Four, Raids Militants' Media Centre in Kano",6/15/12,Kano,4,"Tarauni, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen Kill Two in Gombe,6/17/12,Gombe,2,"Gombe, Gombe, Nigeria",Gombe,10.29044293,11.16995357
Suicide Bombers Hit Church in Kaduna,6/17/12,Kaduna,72,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Suicide Bombers Hit Churches in Zaria,6/17/12,Kaduna,0,"Zaria, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Gunmen Kill Police Inspector in Sokoto,6/18/12,Sokoto,2,"Sokoto North, Sokoto, Nigeria",Sokoto,13.06001548,5.240031289
Several feared dead in Damaturu gun battle,6/18/12,Yobe,90,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
"Gunmen Kill Police Officer, As Explosions Cause Panic",6/20/12,Kano,4,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Kaduna Violence - Killings Continue As Rioters Defy Curfew,6/20/12,Kaduna,5,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Security Personnel Kill Nine in Badarawa,6/20/12,Kaduna,15,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Five Feared Killed in Kujama Market Riot,6/21/12,Kaduna,6,"Chikun, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Family of Six Killed in Jos,6/22/12,Plateau,6,"Mangu, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Seven Feared Dead as Police, Robbers Clash in Anambra",6/22/12,Anambra,7,"Ihiala, Anambra, Nigeria",Anambra,6.210433572,7.06999711
JTF Kills Four Suspected Boko Haram in Kano,6/23/12,Kano,4,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Gunmen Attack Damaturu Prison, Free 40 Inmates",6/24/12,Yobe,5,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
JTF Kills Six Sea Pirates in Bayelsa,6/24/12,Bayelsa,6,"Ekeremor, Bayelsa, Nigeria",,,
Ogun ACN Chieftain Killed,6/24/12,Ogun,1,"Ipokia, Ogun, Nigeria",Ogun,7.160427265,3.350017455
Robbers Raid Three Banks in Taraba,6/26/12,Taraba,3,"Wukari, Taraba, Nigeria",Taraba,7.870409769,9.780012572
"Gunmen kill two civilians, JTF kills two suspects, arrests one",6/27/12,Yobe,4,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
"Police Kill 17 Gunmen, Arrest 3 in Kano Multiple Bomb Blasts",6/27/12,Kano,17,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Unknown Assaillants Kill PDP Stalwart, Wife and Child",6/27/12,Plateau,3,"Riyom, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Gunmen Attack Police Office, Bank in Adamawa",6/28/12,Adamawa,5,"Madagali, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
"Gunmen Kill Ex-Councilor, Five Others in Kano",6/30/12,Kano,6,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Three Killed, One Arrested As JTF, Terrorists Clash in Damaturu",7/1/12,Yobe,3,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
9 Construction Workers Slaughtered in Borno,7/2/12,Borno,14,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"Gunmen Kill Two, Injure One in Gombe",7/2/12,Gombe,2,"Gombe, Gombe, Nigeria",Gombe,10.29044293,11.16995357
Gunmen Kill Borno Housing Corporation GM,7/4/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
"Two Persons, 13 Cows Killed in Tafawa Balewa Crisis",7/4/12,Bauchi,3,"Tafawa-Balewa, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
Youths Protest Alleged Killing of Member By JTF in Delta,7/5/12,Delta,1,"Sapele, Delta, Nigeria",Delta,5.890427265,5.680004434
Islamic Scholar Killed in Jos,7/6/12,Plateau,1,"Jos North, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Police Station Attacked in Rivers As Inspector Kills One,7/6/12,Rivers,1,"Port-Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
"23 Killed, 50 Injured in Fresh Plateau Violence",7/7/12,Plateau,84,"Barkin Ladi, Plateau, Nigeria",Plateau,9.929973978,8.890041055
"Herdsmen Kill Senator, State Lawmaker",7/8/12,Plateau,2,"Barkin Ladi, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Five Policemen Arrested Over Murder in Lagos,7/11/12,Lagos,1,"Agege, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Gunmen Kill Four Persons in Tafawa Balewa,7/11/12,Bauchi,4,"Tafawa-Balewa, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
"Shehu of Borno, Deputy Governor Escape Death As Suicide Bomber Kills 10",7/13/12,Borno,10,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Two Arrested As Gunmen Kill One in Kaduna,7/15/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
"One Dead As Community, Fulani Herdsmen Clash",7/16/12,Enugu,1,"Nkanu West, Enugu, Nigeria",Enugu,6.867034321,7.383362995
"Suspected Cultists Kill Dickson's Security Aide, One Other in Bayelsa",7/16/12,Bayelsa,2,"Yenagoa, Bayelsa, Nigeria",,,
Three Die in Attack On Islamic School,7/17/12,Plateau,6,"Jos South, Plateau, Nigeria",Plateau,9.929973978,8.890041055
Four Traders Shot Dead Inside Maiduguri Market,7/19/12,Borno,4,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Three in Kano,7/19/12,Kano,3,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen On the Rampage in Kogi,7/19/12,Kogi,2,"Ijumu, Kogi, Nigeria",Kogi,7.800388203,6.739939737
"JTF, Terrorists Clash Claims Two Lives in Maiduguri",7/19/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Kakuri Youths Killed During Curfew,7/20/12,Kaduna,3,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
15-Year-Old Twins Slaughtered in Yobe,7/22/12,Yobe,2,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
"Bomb Blast Kills Six-Year-Old Boy, Injures 10 in Bauchi",7/22/12,Bauchi,1,"Bauchi, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
Gunmen burn Yobe school,7/22/12,Yobe,0,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Five Persons Killed in Maiduguri,7/23/12,Borno,5,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Banker in Zaria,7/23/12,Kaduna,1,"Zaria, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Gunmen Kill Islamic Scholar in Kano,7/23/12,Kano,1,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Gunmen Kill Four, Set Police Station Ablaze in Borno",7/25/12,Borno,4,"Gubio, Borno, Nigeria",Borno,10.62042279,12.18999467
"Two Indians Killed, One Injured in Maiduguri",7/25/12,Borno,2,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Gunmen Kill Three Policemen in Bauchi,7/26/12,Bauchi,3,"Bauchi, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
Six Feared Killed in Renewed Cult War in Edo,7/26/12,Edo,6,"Oredo, Edo, Nigeria",Edo,6.340477314,5.620008096
Gunmen Kill Police Inspector in Bauchi,7/27/12,Bauchi,1,"Bauchi, Bauchi, Nigeria",Bauchi,11.68040977,10.19001339
Gunmen Kill Two Air Force Officers in Kano,7/29/12,Kano,2,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
Gunmen Kill Two businessmen in Kano,7/29/12,Kano,2,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Suicide Bomber, Three Gunmen Killed in Failed Attack On Janbulo Mosque",7/29/12,Kano,4,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"Two Cops, Six Others Killed in Adamawa",7/30/12,Adamawa,8,"Mubi South, Adamawa, Nigeria",Adamawa,10.2703408,13.2700321
Four Gunmen Killed in Kano,7/30/12,Kano,4,"Kano Municipal, Kano, Nigeria",Kano,11.99997683,8.5200378
"One Killed, Policeman Wounded in Attack On VP's Home",7/30/12,Kaduna,1,"Zaria, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Suicide Bombers Hit Sokoto Police Stations,7/30/12,Sokoto,5,"Sokoto North, Sokoto, Nigeria",Sokoto,13.06001548,5.240031289
"JTF Kills Two, Intercepts Eight Rocket Launchers in Borno",7/31/12,Borno,2,"Monguno, Borno, Nigeria",Borno,10.62042279,12.18999467
"Army, SSS Demolish Bomb Factory in Kaduna",8/3/12,Kaduna,2,"Kaduna North, Kaduna, Nigeria",Kaduna,11.0799813,7.710009724
Suicide Bomber Targets Fika Monarch - Boko Haram Claims Responsibility,8/3/12,Yobe,1,"Potiskum, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Five Killed As Gunshots Rain in Maiduguri,8/4/12,Borno,5,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Boko Haram Kills Ex-Commissioner in Maiduguri,8/5/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Boko Haram Kills Immigration Officer in Maiduguri,8/5/12,Borno,1,"Maiduguri, Borno, Nigeria",Borno,10.62042279,12.18999467
Suicide bomb attack on Nigeria checkpoint kills eight,8/5/12,Yobe,9,"Damaturu, Yobe, Nigeria",Yobe,11.74899608,11.96600457
Gunmen Kill 20 Worshippers in Okene Deeper Life Bible Church,8/6/12,Kogi,20,"Adavi, Kogi, Nigeria",Kogi,7.800388203,6.739939737
Gunmen Kill Ex-Police Chief in Lagos,8/7/12,Lagos,1,"Lagos, Lagos, Nigeria",Lagos,6.443261653,3.391531071
Police in Rivers Kill Three Suspected Kidnappers,8/7/12,Rivers,3,"Port-Harcourt, Rivers, Nigeria",Rivers,4.810002257,7.010000772
Two Soldiers Killed in Okene Attack,8/7/12,Kogi,4,"Adavi, Kogi, Nigeria",Kogi,7.800388203,6.739939737
